city,neighbourhood,description,link,House No.,Area,Price_per_month,Number_of_rooms,Floor,No_of_floors,Build_year,Building_type,Heating_system,Equipment,energy_class,Nearest_kindergarten,Nearest_educational_institution,Nearest_shop,Public_transport_stop,Description,Additional premises,Additional Equipment,Security,Flat No.,Building Energy Efficiency Class,USEFUL
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-vieta-norintiems-gyventi-dirbti-vilniaus-4-1108185/,14,71.78 ,770 ,2,1,3,1940,Brick,Electric,Fully equipped,1 Class Good (1-3),230.0,310.0,170.0,80.0,,,,,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-isnuomojamas-kapitaliai-suremontuotas-2k-4-1104837/,10,52.12 ,600 ,2,5,9,1987,Monolithic,Central,Fully equipped,1 Class Good (1-3),120.0,120.0,280.0,210.0,New sewage system New electrical installation Kitchen merged with room,Storeroom Balcony Cellar,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žemaitijos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-zemaitijos-g-randasi-paciame-vilniaus-4-1105405/,5,38 ,555 ,2,1,4,1860,Brick,Gas,Fully equipped,,90.0,240.0,90.0,120.0,Private entrance High ceiling Two-floor flat New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors,6,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-naujutelis-butas-tower-name-4-1067297/,15,53.84 ,900 ,2,5,29,2019,Monolithic,"Electric, central thermostat",Fully equipped,1 Class Good (1-3),330.0,150.0,250.0,120.0,High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Storeroom,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock Video surveillance Guard,,A+,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-2-kambariu-butas-su-vilniaus-4-1093623/,1,90 ,1 000 ,2,8,27,2007,Monolithic,"Central, central thermostat",Fully equipped,1 Class Good (1-3),240.0,180.0,460.0,80.0,High ceiling Separate bathroom and WC Internet Cable television Kitchen merged with room,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Alarm system Code door lock Video surveillance Guard,,B,
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, S. Žukausko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-s-zukausko-g-gyvenamajame-name-lifto-nera-nuomos-sutartis-4-1108455/,33,45.95 ,500 ,2,5,5,2007,Brick,Central,Fully equipped,1 Class Good (1-3),150.0,200.0,270.0,280.0,Kitchen merged with room,Balcony Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Alarm system Code door lock,20,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Kauno g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-kauno-g-122-sqm-spacious-with-high-ceilings-4-1101497/,6,122 ,1 450 ,3,2,3,1940,Brick,Central,Fully equipped,1 Class Good (1-3),130.0,220.0,80.0,40.0,High ceiling New sewage system New electrical installation Private yard Internet Kitchen merged with room,Cellar Parking space Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Plastic pipes Dish washer Bath Recuperation,Steel doors Alarm system,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žygimantų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zygimantu-g-last-2-apartments-for-september-april-4-1017813/,11,20 ,699 ,1,4,5,"1899 construction, 2020 renovation",Brick,"Central, electric",Fully equipped,1 Class Good (1-3),440.0,190.0,290.0,250.0,High ceiling New sewage system New electrical installation Internet Place of residence can be declared,Closet,Conditioner Washing machine Furniture Floor heating system Shower,Steel doors Video surveillance,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Naugarduko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-naugarduko-g-jaukus-naujas-butas-naujame-pastate-vilniaus-4-982095/,2A,55 ,1 700 ,3,2,5,2019,Brick,Central,Fully equipped,,180.0,250.0,70.0,130.0,New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Universiteto g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-universiteto-g-jaukus-naujas-studio-butas-naujai-4-982131/,2,28 ,745 ,1,3,3,"1800 construction, 2019 renovation",Brick,Central,Fully equipped,1 Class Good (1-3),410.0,120.0,240.0,240.0,Flat in an attic New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Alarm system Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Universiteto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-universiteto-g-jaukus-naujas-dvieju-kambariu-butas-naujai-4-982139/,2,51 ,890 ,2,3,3,"1800 construction, 2018 renovation",Brick,Central,Fully equipped,1 Class Good (1-3),410.0,120.0,240.0,240.0,Flat in an attic New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Alarm system Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Liejyklos g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-liejyklos-g-isnuomoju-naujai-suremontuota-4-kambariu-3-4-688899/,4,72 ,1 700 ,4,1,2,1940,Brick,Other,Fully equipped,,190.0,180.0,280.0,280.0,Private entrance New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower,Alarm system,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Liejyklos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-liejyklos-g-isnuomoju-naujai-suremontuota-3-kambariu-2-4-726643/,4,60 ,1 350 ,3,1,2,1940,Brick,Electric,Fully equipped,,190.0,180.0,280.0,280.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-naujas-skoningai-irengtas-butas-senamiestyje-4-977007/,36,52.54 ,1 700 ,4,4,4,1968,Brick,Other,Fully equipped,1 Class Good (1-3),140.0,240.0,80.0,90.0,High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Plastic pipes Dish washer Shower,Steel doors Code door lock,4b,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-naujas-skoningai-irengtas-butas-2017m-4-976667/,36,55.2 ,1 350 ,3,4,4,"1958 construction, 2017 renovation",Brick,Electric,Fully equipped,1 Class Good (1-3),140.0,240.0,80.0,90.0,High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower Bath,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žemaitijos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-butas-ka-tik-po-remonto-2-miegamieji-4-1053727/,3,60 ,1 350 ,3,3,4,1900,Brick,"Electric, other",Fully equipped,,90.0,250.0,80.0,120.0,Internet Cable television Kitchen merged with room Place of residence can be declared,Storeroom,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Bath,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomoju-naujai-suremontuota-ir-skoningai-4-619201/,11,58 ,1 350 ,3,2,4,2016,Brick,Central,Fully equipped,1 Class Good (1-3),430.0,190.0,180.0,200.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-visi-komunaliniai-mokesciai-sildymas-4-1027829/,29,16 ,400 ,1,2,4,1940,Brick,Gas,Fully equipped,,480.0,140.0,260.0,150.0,High ceiling New sewage system New electrical installation Internet,,Furniture Refrigerator Stove Shower,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-puikiai-irengtas-butas-is-seimininko-ranku-4-477750/,39,109 ,1 950 ,4,4,4,"1940 construction, 2000 renovation",Brick,Central,Fully equipped,1 Class Good (1-3),450.0,40.0,140.0,110.0,High ceiling Two-floor flat New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Storeroom Parking space Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath,Steel doors Alarm system,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Klaipėdos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-itin-jaukus-ir-grazus-butas-senamiestyje-4-980491/,7,50 ,1 350 ,3,2,3,1940,Brick,"Central, gas",Fully equipped,,100.0,200.0,240.0,120.0,New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bokšto g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-jaukus-grazus-butas-senamiestyje-su-balkonu-4-978589/,8,63 ,1 250 ,3,2,3,1940,Brick,Central,Fully equipped,,480.0,40.0,220.0,110.0,High ceiling New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Liejyklos g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-liejyklos-g-jaukus-butas-senamiescio-sirdyje-su-langais-i-4-976969/,4,55 ,1 700 ,4,1,2,1940,Brick,Gas,Fully equipped,,190.0,180.0,280.0,280.0,Private entrance New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-jaukiai-ir-skoningai-irengtas-butas-2017m-4-976669/,36,66.36 ,1 350 ,4,2,4,"1958 construction, 2017 renovation",Brick,"Central, gas",Fully equipped,1 Class Good (1-3),140.0,240.0,80.0,90.0,New sewage system Private yard Cable television,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Stiklių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-stikliu-g-jaukus-grazus-butas-senamiescio-sirdyje-4-980485/,4,55 ,1 000 ,3,2,3,1900,Brick,Central,Fully equipped,,350.0,210.0,160.0,140.0,Separate bathroom and WC New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock,3,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomoju-naujai-suremontuota-ir-skoningai-4-619203/,11,56 ,1 500 ,3,2,4,2016,Brick,Central,Fully equipped,1 Class Good (1-3),430.0,190.0,180.0,200.0,,,,,,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Jeronimo Ralio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-jeronimo-ralio-g-li-apartamentai-tai-apartamentu-4-1019511/,6,35 ,600 ,2,3,5,2020,Brick,Central thermostat,Fully equipped,,690.0,560.0,310.0,230.0,Private entrance New sewage system New electrical installation Internet Cable television Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Video surveillance,,A++,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Dominikonų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-dominikonu-g-senatoriu-pasazas-apartments-join-the-4-1076081/,11,74 ,1 300 ,3,3,3,"2021 construction, 2021 renovation",Brick,Central,Fully equipped,,350.0,190.0,170.0,180.0,,,,,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Kauno g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-kauno-g-vilnius-naujamiestis-kauno-g-1-kambario-4-1037405/,14,19 ,550 ,1,2,5,2012,Other,Central,Fully equipped,,270.0,340.0,100.0,130.0,New sewage system New electrical installation Internet,,Conditioner Washing machine Furniture Refrigerator Shower,Video surveillance Guard,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-isnuomojamas-erdvus-ir-jaukus-2-k-butas-4-1101455/,,50 ,450 ,2,5,9,2009,Brick,Central thermostat,Fully equipped,,130.0,1100.0,420.0,110.0,,,,,,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-prestizineje-vilniaus-vietoje-snipiskese-4-1107657/,15,94.79 ,1 300 ,3,6,29,2007,Monolithic,Central thermostat,Fully equipped,1 Class Good (1-3),330.0,150.0,250.0,120.0,High ceiling Private yard Internet Kitchen merged with room,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors,,,
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojamas-jaukus-modernus-ir-sviesus-2-4-1107457/,17,53.51 ,870 ,2,2,3,2017,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),400.0,250.0,230.0,60.0,High ceiling Kitchen merged with room,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer,Steel doors Code door lock,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Mindaugo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-vienintelis-toks-butas-visame-4-1107893/,27,68.42 ,1 050 ,3,5,7,2013,Brick,Central thermostat,Fully equipped,,280.0,390.0,160.0,180.0,New sewage system New electrical installation Private yard Internet Kitchen merged with room Place of residence can be declared,Balcony Terrace Parking space Closet,Washing machine Furniture Refrigerator Kitchen furniture Dish washer Shower Bath,Steel doors Code door lock Video surveillance,,,
Vilnius,Lazdynėliai,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuomojamas-visiskai-naujai-irengtas-2-kamariu-4-1107099/,38C,47 ,550 ,2,1,4,2021,Brick,Central,Fully equipped,,420.0,1600.0,400.0,230.0,New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,Terrace Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Recuperation,Steel doors Alarm system Code door lock Video surveillance,,A+,
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Rotundo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-rotundo-g-isnuomojamas-erdvus-ir-prabangiai-irengtas-3-4-1104965/,,83 ,1 500 ,3,5,6,2008,Brick,"Gas, other",Fully equipped,,350.0,100.0,230.0,90.0,,,,,,,
Vilnius,Verkiai,"Vilnius, Verkiai, Kolektyvo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-verkiuose-kolektyvo-g-dvieju-kambariu-butas-su-privaciu-kiemu-4-1106479/,,30 ,500 ,2,1,3,2016,Brick,Central,Fully equipped,,510.0,690.0,630.0,600.0,Private yard Internet,Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Shower Bath Recuperation,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bazilijonų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-bazilijonu-g-isnuomojamas-butas-vilniaus-senamiestyje-4-1105639/,,44 ,900 ,2,2,4,"1940 construction, 2020 renovation",Brick,"Central, central thermostat",Fully equipped,,450.0,60.0,170.0,40.0,High ceiling New sewage system New electrical installation Kitchen merged with room,,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Code door lock,,,
Vilnius,Paupys,"Vilnius, Paupys, Aukštaičių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-paupyje-aukstaiciu-g-paupyje-isnuomojamas-naujas-3-kambariu-65-kv-4-1108177/,,65.25 ,1 400 ,3,3,4,2020,Brick,Central thermostat,Fully equipped,,450.0,390.0,40.0,250.0,,,,,,,
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Kazio Ulvydo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kazio-ulvydo-g-nuomojamas-modernus-ir-siuolaikiskas-butas-4-1105969/,,44.84 ,570 ,2,4,5,2015,Brick,Central thermostat,Fully equipped,,340.0,760.0,570.0,410.0,Internet Kitchen merged with room Cable television,Balcony,Furniture Washing machine,Steel doors Code door lock,,B,
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Latvių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-latviu-g-prestiziniai-triju-kambariu-apartamentai-4-1103701/,,100 ,1 300 ,3,3,3,2006,Brick,"Central thermostat, central",Fully equipped,,450.0,560.0,730.0,690.0,Private yard Internet New electrical installation Cable television,Parking space,Furniture Conditioner Washing machine Refrigerator Kitchen furniture Stove Shower Bath,Steel doors Alarm system Code door lock,,,
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Lokių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-lokiu-g-isskirtinio-dizaino-ir-kokybes-2-aukstu-butas-4-1107151/,8,100 ,1 200 ,3,4,5,2009,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),150.0,370.0,200.0,140.0,Two-floor flat Separate bathroom and WC Kitchen merged with room,Storeroom Balcony Terrace Sauna Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath,Code door lock,,A,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Labdarių g., 5 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-labdariu-g-tai-bustas-pasizymintis-nepriekaistinga-4-1107935/,,116 ,2 700 ,5,3,5,1940,Brick,Central,Fully equipped,,120.0,220.0,80.0,90.0,High ceiling,Storeroom Balcony Parking space,Furniture Kitchen furniture Fireplace Bath,Steel doors Code door lock,,,
Vilnius,Justiniškės,"Vilnius, Justiniškės, Talino g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-talino-g-justiniskese-talino-g-isnuomojamas-irengtas-4-1108247/,41,75.77 ,880 ,4,2,2,2004,Brick,Gas,Fully equipped,,180.0,200.0,430.0,470.0,Private entrance Two-floor flat Private yard Internet Cable television Kitchen merged with room,Terrace Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors,,,
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-nuomojamas-irengtas-dvieju-atskiru-kambariu-4-1108191/,5,68 ,450 ,2,3,9,2006,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),230.0,330.0,40.0,50.0,Private entrance,Balcony,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Bath,Steel doors Alarm system,,,
Vilnius,Užupis,"Vilnius, Užupis, Filaretų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-filaretu-g-isnuomojamas-isskirtinis-sviesus-ir-erdvus-2-4-1107387/,,62 ,850 ,2,3,3,2017,Brick,Central thermostat,Fully equipped,,90.0,160.0,580.0,220.0,Private yard Internet High ceiling Kitchen merged with room,Balcony Parking space,Furniture Washing machine Refrigerator Dish washer Bath,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Strazdelio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-prie-pat-uzupiosenamiestyje-astrazdelio-4-1107385/,1,62 ,799 ,2,1,4,"1898 construction, 2012 renovation",Brick,Central thermostat,Fully equipped,,330.0,100.0,350.0,110.0,,,,,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Nočios g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-nocios-g-isnuomojamas-sviesus-ir-jaukus-3-kambariu-4-1104917/,,64 ,1 049 ,3,4,5,2014,Brick,Gas,Fully equipped,,100.0,210.0,730.0,380.0,Kitchen merged with room,Balcony,Furniture Washing machine Refrigerator Stove Dish washer Shower,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Strazdelio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-nuomojamas-itin-sviesus-ir-jaukus-4-1106239/,,67 ,870 ,2,3,4,1940,Brick,Central,Fully equipped,,330.0,100.0,360.0,150.0,,,,,,,
Vilnius,Pilaitė,"Vilnius, Pilaitė, M. Mažvydo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-isnuomojamas-naujai-irengtas-modernus-4-1107595/,2,58 ,750 ,3,2,8,2021,Monolithic,Central thermostat,Fully equipped,,120.0,690.0,230.0,270.0,New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room Place of residence can be declared,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Bath Recuperation,Steel doors Code door lock Video surveillance,,A+,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Panerių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-paneriu-g-naujas-ir-modernus-vieno-kambario-butas-4-1108265/,,22 ,400 ,1,3,4,2020,Brick,Electric,Fully equipped,,520.0,300.0,340.0,20.0,High ceiling New sewage system New electrical installation Internet Part of the apartment,,Washing machine Furniture Refrigerator Kitchen furniture Plastic pipes Shower,Steel doors Code door lock,,,
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, P. Žadeikos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-p-zadeikos-g-nuomojamas-jaukus-butas-ramioje-vietoje-4-1108053/,,42 ,399 ,1,2,6,2004,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),200.0,360.0,300.0,240.0,Internet Cable television,,Furniture Washing machine,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šv. Ignoto g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-nuomojamas-prabangus-ir-erdvus-165-kv-m-4-1014343/,5,165 ,2 400 ,4,3,4,"1940 construction, 2010 renovation",Brick,Central thermostat,Fully equipped,,250.0,180.0,310.0,240.0,High ceiling Private yard Internet Cable television Kitchen merged with room,Storeroom Balcony Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Shower Bath,Steel doors Alarm system Code door lock Video surveillance,,,
Vilnius,Pilaitė,"Vilnius, Pilaitė, Bitėnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-bitenu-g-isnuomojamas-visiskai-naujas-kokybiskai-4-1108521/,2C,47 ,630 ,2,4,5,2021,Brick,Central thermostat,Fully equipped,,480.0,300.0,130.0,250.0,New sewage system New electrical installation Internet Cable television Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Shower Bath,Steel doors Code door lock,,A+,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Ašmenos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-asmenos-g-nuoma-3-kambariu-buto-asmenos-g-vilnius-4-1108517/,4,51 ,950 ,3,2,2,1968,Brick,"Central, electric, other",Fully equipped,1 Class Good (1-3),120.0,250.0,200.0,190.0,High ceiling Private yard,,,,5,A,
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g--isnuomojamas-2-kambariu-butas-zirmunuose-4-1108497/,,45 ,490 ,2,4,5,"1976 construction, 2018 renovation",Block house,Central,Fully equipped,,0.0,0.0,0.0,0.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šaltinių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-naujame-gyvenamuju-namu-kvartale-baltas-lapas-4-1054355/,5,58 ,820 ,2,3,3,2020,Monolithic,Central thermostat,Fully equipped,,240.0,240.0,190.0,270.0,High ceiling New sewage system New electrical installation Private yard Internet Kitchen merged with room,Balcony Parking space Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower,Steel doors Alarm system Code door lock Video surveillance,,A+,
