city,neighbourhood,description,link,House No.,Area,Price_per_month,Number_of_rooms,Floor,No_of_floors,Build_year,Building_type,Heating_system,Equipment,energy_class,Nearest_kindergarten,Nearest_educational_institution,Nearest_shop,Public_transport_stop,Description,Additional premises,Additional Equipment,Security,Flat No.,Building Energy Efficiency Class,USEFUL
Vilnius,Antakalnis,"Vilnius, Antakalnis, P. Vileišio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-patogi-busto-lokacija-cia-pat-visapusiski-4-1093263/,29,45.2 ,590 ,2,2,5,1964,Block house,Central,Fully equipped,1 Class Good (1-3),230.0,380.0,130.0,270.0,New sewage system New electrical installation,Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock,,,
Vilnius,Šeškinė,"Vilnius, Šeškinė, Paberžės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-paberzes-g-isnuomojamas-2-izoliuotu-kambariu-butas-4-1107069/,2,52 ,450 ,2,9,13,1985,Monolithic,Central,Fully equipped,1 Class Good (1-3),240.0,160.0,230.0,140.0,Separate bathroom and WC New sewage system Internet,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Bath,Steel doors Code door lock,51,,
Vilnius,Lazdynėliai,"Vilnius, Lazdynėliai, Jonažolių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-nuomojamas-2-ieju-kambariu-erdvus-butas-4-1107063/,,63 ,540 ,2,6,7,2015,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),270.0,710.0,70.0,140.0,,Balcony Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,,,,
Vilnius,Pilaitė,"Vilnius, Pilaitė, Karaliaučiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-isnuomuojamas-2k-4564kvm-butas-vilniuje-4-1001635/,,46 ,550 ,2,2,9,2019,Brick,Central thermostat,Fully equipped,,190.0,390.0,110.0,110.0,New sewage system New electrical installation,Terrace,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Video surveillance,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, J. Savickio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-savickio-g-jaukus-butas-vilniaus-centreatskiras-iejimas-4-1107037/,21,46 ,510 ,2,1,2,1940,Brick,"Central, electric",Fully equipped,1 Class Good (1-3),570.0,90.0,230.0,140.0,,,,,,,
Vilnius,Bukčiai,"Vilnius, Bukčiai, Neužmirštuolių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-bukciuose-neuzmirstuoliu-g-butas-nuomojamas-kartu-su-garazu-yra-rusys-4-1101107/,12,104 ,750 ,3,3,4,1993,Brick,Central,Fully equipped,,470.0,1000.0,250.0,110.0,,Balcony Cellar Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath,Code door lock,,,
Vilnius,Salininkai,"Vilnius, Salininkai, Pupinės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-salininkuose-pupines-g-nuomojamas-tvarkingas-siltas-vieno-kambario-4-1101055/,10,37 ,270 ,1,4,5,1984,Brick,Central,Fully equipped,1 Class Good (1-3),180.0,360.0,120.0,300.0,,Storeroom Balcony Parking space,Conditioner Furniture Refrigerator Kitchen furniture Stove Bath,Code door lock,,,
Vilnius,Šeškinė,"Vilnius, Šeškinė, Siesikų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-siesiku-g-naujai-irengtasgeros-kokybes-baldaididelis-4-1101045/,14,44 ,650 ,2,4,5,2020,Brick,Central thermostat,Fully equipped,,410.0,460.0,320.0,140.0,,,,,83,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, A. Goštauto g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-gostauto-g-butas-bus-laisvas-nuo-lapkricio-men-4-1106979/,5,35.3 ,470 ,1,2,5,1957,Brick,Central,Fully equipped,,500.0,370.0,370.0,120.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Savičiaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-available-from-december-15-th-2021nuoma-nuo-4-447645/,,29 ,529 ,1,2,2,"2015 construction, 2015 renovation",Brick,"Central thermostat, geothermal",Fully equipped,,490.0,100.0,140.0,170.0,Private entrance High ceiling New sewage system New electrical installation Private yard Internet Kitchen merged with room,Balcony Terrace Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Shower Bath,Steel doors Alarm system Code door lock Video surveillance Guard,,A++,
Vilnius,Baltupiai,"Vilnius, Baltupiai, Vito Gerulaičio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-vito-gerulaicio-g-nuo-gruodzio-1d-nuomojamas-siltas-dvieju-4-1100493/,1,69.38 ,500 ,2,4,5,2008,Brick,Central thermostat,Fully equipped,,240.0,300.0,380.0,180.0,Internet Kitchen merged with room,Balcony Parking space,Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Sodų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sodu-g-isnuomojamas-ka-tik-moderniai-irengtas-butas-4-1106913/,6,28 ,620 ,1,3,4,2021,Brick,Central thermostat,Fully equipped,,120.0,260.0,180.0,90.0,High ceiling Private yard Internet Kitchen merged with room,Balcony Closet,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Shower,Steel doors Code door lock Video surveillance,,A,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-4-1100911/,16,56 ,700 ,2,2,2,1980,Brick,Gas,Fully equipped,,430.0,40.0,190.0,30.0,Private entrance Private yard,Parking space,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Fireplace Dish washer Shower,Code door lock Video surveillance,1,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, A. Juozapavičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-isnuomojamas-tvarkingas-dvieju-kambariu-butas-4-1100893/,3,65.65 ,750 ,2,4,12,2005,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),280.0,210.0,70.0,100.0,Private yard Internet Cable television Kitchen merged with room,Balcony Parking space Closet,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Bath,Steel doors Code door lock Video surveillance,,,
Vilnius,Šeškinė,"Vilnius, Šeškinė, Buivydiškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-buivydiskiu-g-isnuomojamas-1-kambario-butas-seskines-4-1106903/,12,37 ,350 ,1,1,12,1985,Brick,Central,Fully equipped,1 Class Good (1-3),440.0,400.0,250.0,260.0,,,Washing machine Refrigerator Stove,,,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Raitininkų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-isnuomojami-trys-atskiri-kambariai-triju-4-1106897/,3,20 ,299 ,1,1,2,1956,Brick,Central,Fully equipped,1 Class Good (1-3),400.0,450.0,290.0,170.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gedimino pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-itin-jaukuskokybiskai-irengtas-4-1100865/,24,59 ,850 ,2,4,5,"1945 construction, 2011 renovation",Brick,Central thermostat,Fully equipped,1 Class Good (1-3),240.0,490.0,70.0,200.0,,,,,,,
Vilnius,Santariškės,"Vilnius, Santariškės, Santariškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuo-spalio-1-d-nuomojamas-3-kambariu-butas-4-1075977/,,103 ,700 ,3,3,3,2006,Brick,Central,Fully equipped,1 Class Good (1-3),300.0,750.0,180.0,310.0,Two-floor flat Kitchen merged with room,Balcony Closet,Conditioner Washing machine Furniture Refrigerator Stove Dish washer Shower Bath,Code door lock,,,
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-4-1103795/,,50 ,299 ,2,5,5,1980,Block house,Central,Fully equipped,,170.0,340.0,80.0,50.0,,,,,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Gabijos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-gabijos-g-nuomojamas-2-kambariu-jaukus-butas-bute-4-1106835/,91,40 ,450 ,2,4,4,2004,Brick,Central,Fully equipped,,230.0,390.0,170.0,260.0,High ceiling Private yard Internet Kitchen merged with room,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove,Steel doors Alarm system Code door lock,,,
Vilnius,Antakalnis,"Vilnius, Antakalnis, Žolyno g., 5 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-zolyno-g-namas-turi-2-butus-50-kv-750-00-e-4-1089187/,49,200 ,750 ,5,1,1,2005,Brick,Gas,Fully equipped,,360.0,1200.0,1300.0,380.0,,,,,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, M. K. Čiurlionio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-130-m-4-kambariu-stilingai-4-1103319/,,130 ,2 000 ,4,4,5,1999,Brick,Electric,Fully equipped,,190.0,290.0,740.0,470.0,,,,,,,
Vilnius,Markučiai,"Vilnius, Markučiai, Subačiaus g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-markuciuose-subaciaus-g-isnuomojamas-kambarys-merginaimoteriai-4-1100769/,,20 ,160 ,1,5,12,1977,Block house,Central,Fully equipped,1 Class Good (1-3),120.0,790.0,10.0,40.0,New sewage system New electrical installation,,Washing machine Furniture Refrigerator Stove Plastic pipes,Steel doors Code door lock,,,
Vilnius,Filaretai,"Vilnius, Filaretai, Filaretų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-filaretuose-filaretu-g-isnuomojamas-1-kambario-3391-kvm-butas-4-1106767/,,33.91 ,300 ,1,4,5,1985,Brick,Central,Fully equipped,1 Class Good (1-3),60.0,70.0,190.0,280.0,,Balcony Cellar,Washing machine Furniture Refrigerator Kitchen furniture Stove,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Odminių g., 3 rooms flat for rent",https://en.aruodas.lt/butai-vilniuje-senamiestyje-odminiu-g-4-1106723/,10,67.78 ,900 ,3,3,3,1998,Brick,Gas,Fully equipped,1 Class Good (1-3),360.0,60.0,230.0,270.0,,,,,13,,
Vilnius,Lazdynėliai,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuomojamas-naujas-prabangiai-ir-patogiai-4-1106729/,,50 ,600 ,2,5,5,2018,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),280.0,1300.0,90.0,30.0,High ceiling Kitchen merged with room,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Alarm system Code door lock,,B,
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, Žygio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-buto-zygio-g-nuoma-4-k-nuo-lapkricio-men-4-862289/,91,84 ,699 ,4,8,9,2006,Brick,Central,Fully equipped,1 Class Good (1-3),470.0,190.0,160.0,200.0,Private entrance Separate bathroom and WC New sewage system Kitchen merged with room,Storeroom Parking space Balcony Closet,Furniture Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower Bath,Code door lock Alarm system,,,
Vilnius,Antakalnis,"Vilnius, Antakalnis, Mildos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-mildos-g-grazioje-vietoje-jaukus-butas-nuomai-4-639713/,35,40 ,400 ,2,2,2,"1980 construction, 2010 renovation",Brick,Gas,Fully equipped,,220.0,460.0,910.0,650.0,Private entrance New sewage system New electrical installation Private yard Internet Cable television Kitchen merged with room,,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Video surveillance,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Pavilnionių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pavilnioniu-g-tvarkingiems-zmonems-isnuojamas-puikus-butas-4-1100607/,73,54 ,580 ,2,4,4,2020,Brick,Gas,Fully equipped,,690.0,1300.0,660.0,300.0,,,,,,,
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, S. Žukausko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-tvarkingas-triju-kambariu-butas-4-1101303/,,89 ,700 ,3,4,10,2005,Brick,Central thermostat,Fully equipped,,380.0,260.0,190.0,170.0,New sewage system New electrical installation Internet Cable television Kitchen merged with room,Balcony Terrace,Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Shower,Steel doors Code door lock,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-isnuomojamas-3-kambariu-butas-su-baldais-ir-4-1106611/,,66 ,450 ,3,8,9,1986,Block house,Central,Fully equipped,,220.0,350.0,90.0,80.0,Separate bathroom and WC,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Strazdelio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-strazdelio-g-butas-pirmame-cokoliniame-aukste-sviesus-4-1106607/,,64 ,800 ,2,1,4,"1940 construction, 2010 renovation",Brick,Central thermostat,Fully equipped,,330.0,100.0,360.0,160.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Smetonos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-smetonos-g-stilingas-antikvariniais-baldais-apstatytas-4-1106589/,2,66 ,1 200 ,3,2,3,1895,Brick,Central,Fully equipped,,10.0,340.0,40.0,40.0,High ceiling New sewage system New electrical installation Internet Cable television Place of residence can be declared,Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath,Steel doors Alarm system,,,
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-prabangus-butas-paciame-miesto-centre-4-552841/,15,98 ,1 450 ,3,12,13,2007,Monolithic,Central,Fully equipped,1 Class Good (1-3),330.0,150.0,250.0,120.0,High ceiling Private yard Internet Kitchen merged with room,Balcony,Conditioner Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Plastic pipes Dish washer Shower Bath Recuperation,Steel doors Alarm system Code door lock Video surveillance,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pylimo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-nuomojamas-irengtas-vieno-kambario-butas-4-1106407/,27A,21 ,450 ,1,3,3,1940,Brick,Central,Fully equipped,,150.0,260.0,60.0,110.0,,,,,,,
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Miežių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mieziu-g-isnuomojamas-erdvus-53m-sviesus-1-kambario-4-1103371/,16,53 ,350 ,1,2,6,1997,Brick,Central thermostat,Fully equipped,,100.0,280.0,440.0,440.0,,,,,,,
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Dūmų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-dumu-g-butas-jau-rezervuotas-tame-paciame-name-4-1100277/,3,48 ,450 ,2,1,3,2017,Carcass house,Aerothermal,Fully equipped,,730.0,810.0,480.0,130.0,,,,,,,
Vilnius,Antakalnis,"Vilnius, Antakalnis, Antakalnio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-studio-tipo-butas-renovuoto-namo-palepeje-4-1093541/,43,45 ,550 ,1,5,5,"1959 construction, 2015 renovation",Brick,Central,Fully equipped,1 Class Good (1-3),100.0,110.0,280.0,20.0,High ceiling Flat in an attic Internet Cable television Kitchen merged with room,Cellar,Washing machine Furniture Refrigerator Shower,Steel doors Code door lock,,B,
Vilnius,Santariškės,"Vilnius, Santariškės, Mykolo Marcinkevičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-mykolo-marcinkeviciaus-g-be-tarpininku-butas-su-baldais-ir-buitine-4-1100237/,,70 ,500 ,2,2,5,2002,Brick,Central thermostat,Fully equipped,,10.0,510.0,790.0,130.0,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aguonų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-aguonu-g-ieskantiems-auksciausios-kokybes-ir-estetikos-4-1105503/,,46 ,900 ,2,2,5,2019,Brick,Central thermostat,Fully equipped,,240.0,100.0,200.0,230.0,Private yard High ceiling Kitchen merged with room,Balcony Parking space Storeroom Terrace,Furniture Washing machine Refrigerator Stove Dish washer Shower,Steel doors Video surveillance Code door lock,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-nuomojamame-bute-yra-visi-baldai-4-1106929/,,32 ,370 ,1,7,9,2016,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),100.0,970.0,220.0,100.0,,,,,,,
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Liudviko Zamenhofo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-liudviko-zamenhofo-g-itin-sviesus-jaukus-ir-siltas-butas-vieno-4-1079835/,6,40 ,400 ,1,5,5,2007,Brick,Central thermostat,Fully equipped,,90.0,530.0,360.0,290.0,,,,,,,
Vilnius,Santariškės,"Vilnius, Santariškės, Santariškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-be-tarpininku-butas-yra-labai-ramiame-4-1106155/,,69 ,650 ,3,1,4,2007,Brick,Central,Fully equipped,,60.0,590.0,120.0,150.0,Internet Kitchen merged with room,Terrace Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Shower Bath,Steel doors Alarm system Code door lock,,,
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-butas-isnuomotas-liko-tik-parkavimo-vieta-4-1001841/,20,34 ,50 ,1,9,9,2012,Brick,Gas,Fully equipped,1 Class Good (1-3),100.0,970.0,220.0,100.0,New sewage system New electrical installation Private yard Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Shower,Steel doors Code door lock,,,
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-vienas-kambarys-triju-kambariu-4-1102987/,,22 ,260 ,1,11,12,1971,Brick,Central,Fully equipped,1 Class Good (1-3),120.0,180.0,390.0,300.0,,,,,,,
Vilnius,Santariškės,"Vilnius, Santariškės, Santariškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-be-tarpininku-ilgalaikei-nuomai-isnuomojamas-4-1106083/,,51.2 ,550 ,2,2,3,2006,Brick,Central,Fully equipped,,340.0,870.0,280.0,50.0,Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Floor heating system Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,,,
Vilnius,Lazdynai,"Vilnius, Lazdynai, Architektų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-sviesus-ir-jaukus-3-k-butas-su-4-1100129/,,72 ,700 ,3,4,16,1982,Monolithic,Central,Fully equipped,,170.0,330.0,70.0,50.0,Separate bathroom and WC Internet Cable television Kitchen merged with room,Balcony,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer,Code door lock,,,
Vilnius,Pilaitė,"Vilnius, Pilaitė, Tolminkiemio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-tolminkiemio-g-tvarkinga-priziurima-laiptine-draugiski-ir-4-1106065/,,56 ,500 ,2,3,5,1998,Block house,Central,Fully equipped,,330.0,90.0,210.0,300.0,Separate bathroom and WC Internet Cable television Place of residence can be declared,Storeroom Balcony Cellar Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,,,
Vilnius,Baltupiai,"Vilnius, Baltupiai, Juozo Balčikonio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-dar-neseniai-buves-mylimas-ir-mylintis-2k-4-1102925/,3,60 ,680 ,2,1,5,2008,Brick,Central,Fully equipped,,120.0,470.0,190.0,220.0,Kitchen merged with room,Balcony Parking space Closet,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Shower,Code door lock,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, V. Šopeno g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-v-sopeno-g-isnuomojamas-stilingas-ir-jaukus-naujai-4-1100099/,,38 ,650 ,2,2,4,1940,Brick,Other,Fully equipped,,190.0,80.0,20.0,60.0,,,,,,,
Vilnius,Zujūnai,"Vilnius, Zujūnai, Buivydiškių g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zujunuose-buivydiskiu-g-tylioje-grazioje-vietoje-nuosavame-name-4-1100089/,,600 ,150 ,1,2,4,1996,Brick,Gas,Fully equipped,,410.0,270.0,350.0,60.0,High ceiling Separate bathroom and WC Private yard Internet,Terrace Sauna Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Fireplace Dish washer Shower Bath,Alarm system Video surveillance,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Vokiečių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-jaukus-grazus-3-kamb-butas-senamiestyje-su-4-980193/,15,65 ,1 350 ,3,4,4,1958,Brick,Central,Fully equipped,1 Class Good (1-3),210.0,110.0,50.0,40.0,New electrical installation Internet Cable television Kitchen merged with room,Balcony,Conditioner Washing machine Furniture Refrigerator Kitchen furniture Stove Plastic pipes Dish washer Shower,Steel doors Code door lock,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Mindaugo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-visiskai-naujas-2-kambariu-butas-4-1100043/,30,40 ,800 ,2,7,7,2021,Brick,Central thermostat,Fully equipped,,310.0,240.0,120.0,200.0,Private yard Kitchen merged with room,Parking space Balcony Closet,Floor heating system Furniture Washing machine Refrigerator Kitchen furniture Stove Dish washer Shower,Steel doors Code door lock,,A+,
Vilnius,Justiniškės,"Vilnius, Justiniškės, Justiniškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-sviesus-siltas-butas-su-stiklintu-balkonu-4-1108095/,20,38 ,340 ,1,2,5,1987,Block house,Central,Fully equipped,1 Class Good (1-3),330.0,330.0,110.0,170.0,,,,,,,
Vilnius,Paupys,"Vilnius, Paupys, Aukštaičių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-paupyje-aukstaiciu-g-prestizineje-vietoje-paupyje-nuomojamas-4-1108149/,,47.81 ,890 ,2,3,3,2020,Brick,Central thermostat,Fully equipped,,620.0,480.0,330.0,90.0,High ceiling Two-floor flat Kitchen merged with room,Balcony,Furniture Washing machine,Steel doors Alarm system Code door lock,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, S. Konarskio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-2006-m-statybos-name-isnuomojamas-erdvus-ir-4-1101747/,,65 ,640 ,2,2,5,2006,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),390.0,100.0,140.0,180.0,Separate bathroom and WC Private yard Internet Cable television,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Dish washer Bath,Steel doors Code door lock,,,
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Fabijoniškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-isnuomojamas-sviesus-ir-jaukus-3-ju-kambariu-4-1106579/,,80 ,560 ,3,5,13,1998,Monolithic,Central,Fully equipped,,530.0,220.0,170.0,120.0,,,,,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Mindaugo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-isnuomojamas-sviesus-2-kambariu-50-kvm-4-1099993/,,50 ,600 ,2,2,4,2011,Brick,Central thermostat,Fully equipped,,80.0,100.0,210.0,400.0,Kitchen merged with room,Balcony Parking space,Washing machine Furniture Refrigerator Kitchen furniture Stove Bath,Steel doors Code door lock,,,
Vilnius,Baltupiai,"Vilnius, Baltupiai, Kazio Ulvydo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kazio-ulvydo-g-nuomojamas-modernus-ir-siuolaikiskas-butas-4-1107731/,,44.84 ,570 ,2,4,5,2015,Brick,Central thermostat,Fully equipped,,340.0,760.0,570.0,410.0,Internet Kitchen merged with room Cable television,Balcony,Furniture Washing machine,Steel doors Code door lock,,B,
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Sėlių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-seliu-g-nuomojamas-sviesus-kokybiskai-irengtas-4-1107489/,,57.01 ,1 150 ,3,2,3,2016,Brick,Central thermostat,Fully equipped,1 Class Good (1-3),180.0,310.0,210.0,70.0,Kitchen merged with room,Balcony,Furniture Washing machine,Steel doors Code door lock,,B,
